Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Fraud,Wednesday,2018,Financial District/South Beach,-122.3903195,37.7881345,Initial
Fraud,Wednesday,2018,Sunset/Parkside,-122.4864079,37.7425788,Initial
Assault,Monday,2018,Visitacion Valley,-122.4150805,37.71165503,Initial Supplement
Assault,Wednesday,2018,South of Market,-122.4071595,37.7797389,Initial
Fraud,Wednesday,2018,Outer Mission,-122.4494158,37.71218224,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3964633,37.72074004,Initial
Robbery,Friday,2018,Japantown,-122.4363684,37.78473607,Initial
Assault,Saturday,2018,Marina,-122.4294709,37.80067841,Initial
Stolen Property,Thursday,2018,Outer Richmond,-122.4742455,37.78437045,Initial
Robbery,Saturday,2018,Mission,-122.418352,37.77222218,Initial
Assault,Sunday,2018,Mission,-122.407882,37.748405,Initial
Fraud,Tuesday,2018,Nob Hill,-122.4100569,37.78808219,Initial
Fraud,Wednesday,2018,Golden Gate Park,-122.4590899,37.7732429,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.4768956,37.74486944,Initial
Fraud,Friday,2018,Haight Ashbury,-122.4351841,37.77054808,Initial
Fraud,Friday,2018,Sunset/Parkside,-122.49716,37.72976975,Initial
Fraud,Wednesday,2018,North Beach,-122.4154316,37.80634343,Initial
Assault,Saturday,2018,Mission,-122.4156262,37.75723241,Initial
Assault,Sunday,2018,Visitacion Valley,-122.4095838,37.71010921,Initial
Fraud,Saturday,2018,Sunset/Parkside,-122.4811812,37.74468118,Initial Supplement
Fraud,Thursday,2018,Mission Bay,-122.3933551,37.77578731,Initial
Fraud,Thursday,2018,Outer Richmond,-122.5072336,37.77906232,Initial
Robbery,Monday,2018,Bayview Hunters Point,-122.4056467,37.73832136,Vehicle Initial
Assault,Sunday,2018,Mission,-122.4223648,37.7698677,Initial
Assault,Saturday,2018,Western Addition,-122.4304244,37.78071557,Initial
Robbery,Saturday,2018,Russian Hill,-122.42056,37.80665773,Initial
Stolen Property,Saturday,2018,Mission,-122.4223648,37.7698677,Initial
Assault,Monday,2018,Glen Park,-122.43584,37.73387533,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4080362,37.78640961,Initial
Robbery,Saturday,2018,Bayview Hunters Point,-122.3888551,37.72998041,Initial Supplement
Assault,Thursday,2018,Chinatown,-122.4079451,37.79868675,Initial
Assault,Monday,2018,Portola,-122.4056075,37.73243866,Initial
Assault,Saturday,2018,Mission Bay,-122.3879168,37.76437937,Initial
Assault,Friday,2018,Inner Sunset,-122.460843,37.76262764,Initial
Assault,Friday,2018,Mission,-122.4239884,37.75191129,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.394587,37.7524268,Initial
Assault,Sunday,2018,Pacific Heighs,-122.4332716,37.78608543,Initial
Stolen Property,Friday,2018,Mission,-122.4063362,37.75300403,Initial
Stolen Property,Saturday,2018,Pacific Heighs,-122.4332716,37.78608543,Initial
Fraud,Tuesday,2018,Financial District/South Beach,-122.3977963,37.79443401,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3845715,37.71905904,Initial
Robbery,Friday,2018,Mission,-122.4154733,37.75563411,Initial Supplement
Assault,Friday,2018,Oceanview/Merced/Ingleside,-122.4541066,37.72185137,Initial
Robbery,Friday,2018,Mission,-122.4182879,37.75063965,Initial
Robbery,Monday,2018,Outer Richmond,-122.4784435,37.78230838,Initial Supplement
Fraud,Tuesday,2018,Tenderloin,-122.4097751,37.78665887,Vehicle Initial
Assault,Sunday,2018,Mission,-122.4178119,37.75710093,Initial Supplement
Robbery,Sunday,2018,Mission,-122.419669,37.76505134,Initial
Robbery,Tuesday,2018,Japantown,-122.4266668,37.78692467,Initial
Robbery,Tuesday,2018,West of Twin Peaks,-122.4488663,37.73154296,Initial Supplement
Assault,Monday,2018,South of Market,-122.4023775,37.77945871,Initial
Fraud,Tuesday,2018,Outer Mission,-122.4468,37.71216078,Initial
Assault,Wednesday,2018,Outer Mission,-122.443256,37.71504205,Initial Supplement
Assault,Sunday,2018,Tenderloin,-122.4164491,37.78631022,Initial
Robbery,Thursday,2018,Lone Mountain/USF,-122.4522338,37.77697622,Initial
Fraud,Tuesday,2018,Mission,-122.4263817,37.76464569,Initial
Fraud,Friday,2018,Mission Bay,-122.402685,37.76607461,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4177068,37.78423574,Initial
Assault,Wednesday,2018,Potrero Hill,-122.3881641,37.76695791,Initial
Fraud,Tuesday,2018,North Beach,-122.4158024,37.80821405,Initial
Fraud,Monday,2018,Tenderloin,-122.4147412,37.77871943,Initial
Assault,Thursday,2018,Mission Bay,-122.3905272,37.78060676,Initial Supplement
Assault,Wednesday,2018,South of Market,-122.410292,37.78223057,Initial
Assault,Thursday,2018,Lone Mountain/USF,-122.4451558,37.77788651,Initial
Fraud,Monday,2018,West of Twin Peaks,-122.4668595,37.74349086,Initial
Assault,Tuesday,2018,Visitacion Valley,-122.4228933,37.70916221,Initial
Fraud,Friday,2018,Tenderloin,-122.4210175,37.78430273,Initial
Robbery,Monday,2018,Mission,-122.4195127,37.76342927,Initial
Fraud,Tuesday,2018,Mission,-122.418901,37.7570354,Initial
Assault,Saturday,2018,Lakeshore,-122.4797536,37.71957306,Initial
Assault,Tuesday,2018,Bernal Heights,-122.4214855,37.74312266,Initial
Robbery,Sunday,2018,Visitacion Valley,-122.4088274,37.71170156,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3926131,37.78142289,Initial
Assault,Tuesday,2018,Excelsior,-122.4337068,37.71314316,Initial Supplement
Robbery,Saturday,2018,Lone Mountain/USF,-122.4447799,37.77601659,Initial
Robbery,Wednesday,2018,Inner Richmond,-122.4649421,37.77532095,Initial
Assault,Friday,2018,Mission,-122.4216625,37.76257883,Initial Supplement
Stolen Property,Friday,2018,Potrero Hill,-122.3985804,37.76373573,Initial Supplement
Fraud,Monday,2018,Financial District/South Beach,-122.4001488,37.79413423,Initial
Assault,Saturday,2018,Excelsior,-122.4174097,37.7266855,Initial
Fraud,Thursday,2018,West of Twin Peaks,-122.4488663,37.73154296,Initial
Robbery,Tuesday,2018,Marina,-122.4337979,37.80504329,Initial
Assault,Wednesday,2018,Mission,-122.4211175,37.75690201,Initial
Assault,Friday,2018,Inner Sunset,-122.464042,37.76226885,Initial
Fraud,Saturday,2018,,,,Coplogic Supplement
Robbery,Saturday,2018,South of Market,-122.4046055,37.77769966,Initial
Assault,Saturday,2018,Outer Richmond,-122.501871,37.77930712,Initial
Robbery,Monday,2018,Chinatown,-122.4030469,37.79421604,Initial
Assault,Friday,2018,Mission,-122.4211939,37.75770142,Initial
Robbery,Thursday,2018,Excelsior,-122.432806,37.72161877,Initial
Robbery,Friday,2018,Bernal Heights,-122.4119916,37.73971001,Initial
Fraud,Thursday,2018,Mission,-122.4200111,37.7569686,Initial
Robbery,Saturday,2018,Bernal Heights,-122.4141035,37.73710546,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3813991,37.72948885,Initial
Robbery,Saturday,2018,Nob Hill,-122.4206874,37.79057826,Initial
Assault,Wednesday,2018,Mission,-122.4206378,37.76662452,Initial
Assault,Saturday,2018,North Beach,-122.4177159,37.80797873,Initial
Robbery,Sunday,2018,Excelsior,-122.4410196,37.71645954,Initial
Fraud,Saturday,2018,Sunset/Parkside,-122.5058238,37.74359563,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3987744,37.78475519,Initial Supplement
Fraud,Friday,2018,Mission Bay,-122.3913735,37.77283099,Initial
Assault,Monday,2018,Tenderloin,-122.4169898,37.78720063,Initial
Assault,Thursday,2018,Sunset/Parkside,-122.4789048,37.74290864,Initial
Robbery,Monday,2018,West of Twin Peaks,-122.4662573,37.73032902,Initial
Robbery,Friday,2018,Mission,-122.4206595,37.76014755,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3791747,37.72823179,Initial Supplement
Assault,Friday,2018,Glen Park,-122.4376829,37.74360858,Initial
Fraud,Monday,2018,Nob Hill,-122.4192217,37.79170401,Initial
Fraud,Wednesday,2018,Mission,-122.4168725,37.75876423,Initial
Assault,Wednesday,2018,Excelsior,-122.4359769,37.72312996,Initial Supplement
Fraud,Monday,2018,Haight Ashbury,-122.4469338,37.7700076,Initial Supplement
Assault,Sunday,2018,Nob Hill,-122.4164727,37.79477729,Initial
Fraud,Wednesday,2018,Portola,-122.410943,37.73204393,Initial
Robbery,Wednesday,2018,North Beach,-122.4187819,37.80624125,Initial
Robbery,Friday,2018,Bayview Hunters Point,-122.3945321,37.72469314,Initial
Assault,Tuesday,2018,Mission Bay,-122.398825,37.76630899,Initial
Fraud,Wednesday,2018,Chinatown,-122.4048756,37.79485953,Initial
Stolen Property,Saturday,2018,Castro/Upper Market,-122.4305736,37.76115548,Initial
Assault,Thursday,2018,Outer Mission,-122.4364682,37.72246522,Initial
Assault,Tuesday,2018,Sunset/Parkside,-122.4904435,37.7340505,Initial
Assault,Wednesday,2018,Mission,-122.4198252,37.7666736,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4171456,37.78144749,Initial
Assault,Sunday,2018,Castro/Upper Market,-122.4305736,37.76115548,Initial
Assault,Tuesday,2018,Tenderloin,-122.4156939,37.78258503,Initial Supplement
Robbery,Monday,2018,Hayes Valley,-122.4363181,37.77613784,Initial
Assault,Wednesday,2018,Mission,-122.4190175,37.75220444,Initial
Assault,Tuesday,2018,Mission,-122.4213554,37.75937245,Initial
Assault,Tuesday,2018,Mission,-122.4226197,37.77250282,Initial
Fraud,Thursday,2018,Oceanview/Merced/Ingleside,-122.4662201,37.7161125,Initial
Fraud,Monday,2018,Sunset/Parkside,-122.4767646,37.74300263,Coplogic Initial
Robbery,Friday,2018,Bayview Hunters Point,-122.3839937,37.7291117,Initial Supplement
Fraud,Sunday,2018,Noe Valley,-122.4299475,37.74189009,Initial
Fraud,Tuesday,2018,Marina,-122.4443186,37.79879024,Initial
Fraud,Tuesday,2018,Financial District/South Beach,-122.4034308,37.78764185,Initial
Fraud,Monday,2018,South of Market,-122.4066282,37.77931467,Initial
Fraud,Tuesday,2018,Lone Mountain/USF,-122.4458205,37.78248803,Initial
Fraud,Friday,2018,Treasure Island,-122.3712459,37.8178239,Initial Supplement
Assault,Saturday,2018,Excelsior,-122.4226659,37.72882232,Initial
Fraud,Wednesday,2018,North Beach,-122.4136042,37.80561848,Initial Supplement
Assault,Monday,2018,Twin Peaks,-122.4459844,37.75235172,Initial
Fraud,Wednesday,2018,Mission,-122.419206,37.76023535,Initial
Assault,Thursday,2018,Castro/Upper Market,-122.4350007,37.76088893,Initial
Assault,Sunday,2018,Castro/Upper Market,-122.4313566,37.76932091,Initial
Fraud,Sunday,2018,Castro/Upper Market,-122.4361141,37.76082399,Initial
Robbery,Wednesday,2018,Western Addition,-122.4206383,37.78196077,Initial Supplement
Assault,Tuesday,2018,Tenderloin,-122.4086671,37.78538825,Initial
Assault,Saturday,2018,North Beach,-122.4070829,37.79815206,Initial
Assault,Monday,2018,Mission,-122.4227749,37.76403892,Initial
Robbery,Wednesday,2018,Bayview Hunters Point,-122.3989705,37.73016461,Initial
Assault,Tuesday,2018,Castro/Upper Market,-122.4259203,37.75982961,Initial
Robbery,Friday,2018,Japantown,-122.4337754,37.7844125,Initial
Assault,Saturday,2018,Mission,-122.4218864,37.76491738,Initial
Fraud,Sunday,2018,Tenderloin,-122.4202555,37.78057622,Initial
Fraud,Monday,2018,West of Twin Peaks,-122.4607866,37.72606584,Initial
Robbery,Wednesday,2018,Hayes Valley,-122.4304339,37.77210826,Initial
Robbery,Monday,2018,West of Twin Peaks,-122.4533648,37.74459289,Initial
Assault,Sunday,2018,Tenderloin,-122.4116999,37.78117722,Initial
Assault,Sunday,2018,Inner Richmond,-122.4707168,37.78072335,Initial
Stolen Property,Saturday,2018,Tenderloin,-122.4116999,37.78117722,Initial
Stolen Property,Thursday,2018,Marina,-122.4337979,37.80504329,Initial
Assault,Sunday,2018,Bayview Hunters Point,-122.3909679,37.73401387,Initial
Fraud,Tuesday,2018,Bernal Heights,-122.4150166,37.74604407,Initial
Assault,Friday,2018,Western Addition,-122.4376335,37.7826629,Initial
Fraud,Wednesday,2018,Noe Valley,-122.4243849,37.74383822,Initial
Robbery,Monday,2018,Tenderloin,-122.4176186,37.78377752,Initial Supplement
Robbery,Monday,2018,South of Market,-122.4032051,37.7730511,Initial
Fraud,Wednesday,2018,Outer Richmond,-122.4772399,37.78043964,Coplogic Initial
Fraud,Friday,2018,Visitacion Valley,-122.4021212,37.7161345,Initial
Assault,Thursday,2018,Tenderloin,-122.4125312,37.78776681,Initial
Stolen Property,Wednesday,2018,Tenderloin,-122.4136764,37.78092685,Initial
Fraud,Monday,2018,Tenderloin,-122.4084932,37.78445273,Initial
Stolen Property,Friday,2018,Tenderloin,-122.4138656,37.78186334,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3814394,37.73058172,Initial
Stolen Property,Tuesday,2018,Chinatown,-122.4089123,37.79903586,Initial
Fraud,Thursday,2018,Excelsior,-122.4353126,37.72400491,Initial
Robbery,Thursday,2018,Bernal Heights,-122.4244663,37.73606117,Initial
Assault,Monday,2018,Outer Mission,-122.4548851,37.71047855,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.399572,37.79132653,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.4043063,37.74252073,Initial Supplement
Assault,Thursday,2018,Mission,-122.4149967,37.77089611,Initial
Robbery,Wednesday,2018,Tenderloin,-122.4093092,37.78434927,Initial
Assault,Tuesday,2018,Hayes Valley,-122.4264522,37.77738819,Initial Supplement
Robbery,Sunday,2018,null,-122.4200831,37.70831127,Initial
Fraud,Sunday,2018,Western Addition,-122.432329,37.78142837,Initial
Robbery,Friday,2018,South of Market,-122.4089522,37.78328785,Initial
Assault,Tuesday,2018,Tenderloin,-122.4107006,37.78289568,Initial
Fraud,Monday,2018,Outer Richmond,-122.5098948,37.77139603,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3947476,37.79447972,Initial
Assault,Wednesday,2018,Nob Hill,-122.4100569,37.78808219,Initial
Robbery,Saturday,2018,Excelsior,-122.4336236,37.72623624,Initial Supplement
Stolen Property,Wednesday,2018,Sunset/Parkside,-122.4811475,37.75964304,Initial
Assault,Thursday,2018,Tenderloin,-122.4144302,37.78465714,Initial
Robbery,Saturday,2018,Tenderloin,-122.4097751,37.78665887,Initial
Fraud,Tuesday,2018,Outer Richmond,-122.5017329,37.77738496,Initial Supplement
Fraud,Friday,2018,Hayes Valley,-122.4348638,37.77728066,Initial
Fraud,Saturday,2018,Potrero Hill,-122.3941071,37.75759159,Initial
Stolen Property,Thursday,2018,Sunset/Parkside,-122.4799776,37.7428615,Initial
Fraud,Saturday,2018,Nob Hill,-122.4151853,37.78838793,Coplogic Initial
Assault,Monday,2018,Financial District/South Beach,-122.3975745,37.7897626,Initial
Assault,Monday,2018,Mission,-122.4047502,37.76725722,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.402825,37.73589125,Initial
Fraud,Monday,2018,South of Market,-122.4089522,37.78328785,Coplogic Initial
Fraud,Wednesday,2018,Outer Mission,-122.4333575,37.7265882,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.3903195,37.7881345,Initial
Robbery,Tuesday,2018,Bernal Heights,-122.4219688,37.7423754,Initial
Fraud,Tuesday,2018,Bayview Hunters Point,-122.4058382,37.74239176,Initial
Robbery,Friday,2018,Mission,-122.4194437,37.76271287,Initial
Assault,Monday,2018,West of Twin Peaks,-122.4523316,37.72308024,Initial
Fraud,Sunday,2018,Nob Hill,-122.408595,37.78922561,Initial
Fraud,Tuesday,2018,West of Twin Peaks,-122.4677393,37.72832907,Initial
Assault,Thursday,2018,Mission,-122.4075342,37.7657833,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3799317,37.73338073,Initial Supplement
Robbery,Thursday,2018,South of Market,-122.4071595,37.7797389,Initial Supplement
Robbery,Tuesday,2018,Inner Richmond,-122.4676291,37.78280225,Initial Supplement
Assault,Sunday,2018,Nob Hill,-122.4166387,37.78724521,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3905642,37.71868763,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.392073,37.73085518,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3977963,37.79443401,Initial
Fraud,Sunday,2018,Excelsior,-122.4448394,37.70858377,Coplogic Initial
Fraud,Thursday,2018,Bayview Hunters Point,-122.3871742,37.74615713,Initial
Assault,Wednesday,2018,Tenderloin,-122.4080362,37.78640961,Initial
Assault,Tuesday,2018,Tenderloin,-122.4196936,37.77729986,Initial
Assault,Thursday,2018,South of Market,-122.4100628,37.77499179,Initial Supplement
Robbery,Monday,2018,Mission,-122.414086,37.75250606,Initial
Assault,Sunday,2018,Inner Sunset,-122.4557811,37.76407007,Initial
Fraud,Monday,2018,Excelsior,-122.4415851,37.71238078,Initial
Fraud,Saturday,2018,Outer Richmond,-122.4930442,37.77591054,Initial
Assault,Thursday,2018,Mission,-122.4200842,37.75213918,Initial
Assault,Tuesday,2018,Mission,-122.4164135,37.75396777,Initial
Assault,Wednesday,2018,Outer Richmond,-122.486878,37.77999354,Initial Supplement
Stolen Property,Thursday,2018,Tenderloin,-122.4171456,37.78144749,Initial
Stolen Property,Saturday,2018,Mission,-122.410962,37.76042745,Initial
Assault,Sunday,2018,Mission,-122.410962,37.76042745,Initial
Assault,Saturday,2018,Mission,-122.4204825,37.7650022,Initial
Robbery,Saturday,2018,Nob Hill,-122.4204934,37.78962044,Initial
Robbery,Monday,2018,South of Market,-122.4153206,37.7767177,Initial
Suspicious,Friday,2018,Mission Bay,-122.3918405,37.7781257,Initial
Assault,Tuesday,2018,North Beach,-122.4154316,37.80634343,Initial
Assault,Saturday,2018,Outer Mission,-122.4370108,37.72484076,Initial
Fraud,Tuesday,2018,Lone Mountain/USF,-122.4481795,37.78004751,Initial
Fraud,Thursday,2018,Bayview Hunters Point,-122.38203,37.73337303,Initial
Assault,Wednesday,2018,Mission,-122.418901,37.7570354,Initial
Assault,Monday,2018,Sunset/Parkside,-122.4965038,37.76398196,Initial
Stolen Property,Monday,2018,Hayes Valley,-122.4224071,37.77408497,Initial
Fraud,Tuesday,2018,Mission,-122.4209006,37.76262486,Initial
Fraud,Friday,2018,Marina,-122.4376947,37.79963393,Initial
Assault,Thursday,2018,Mission,-122.4068964,37.74971663,Initial
Assault,Friday,2018,Lakeshore,-122.4815428,37.7175306,Initial
Stolen Property,Thursday,2018,Mission,-122.4257668,37.75822683,Initial
Fraud,Tuesday,2018,Potrero Hill,-122.3881641,37.76695791,Initial
Assault,Saturday,2018,Portola,-122.4095338,37.72874525,Initial
Fraud,Friday,2018,Potrero Hill,-122.4014679,37.7532936,Initial
Assault,Monday,2018,Tenderloin,-122.4129697,37.78578958,Initial
Fraud,Saturday,2018,Japantown,-122.4330834,37.78515094,Initial Supplement
Assault,Thursday,2018,Bayview Hunters Point,-122.3884759,37.74110763,Initial Supplement
Assault,Thursday,2018,Bernal Heights,-122.4051014,37.74736631,Initial
Fraud,Thursday,2018,Tenderloin,-122.4179014,37.78516721,Initial
Robbery,Monday,2018,Financial District/South Beach,-122.399255,37.78757928,Initial
Fraud,Thursday,2018,Tenderloin,-122.4195479,37.78496026,Initial
Assault,Sunday,2018,Portola,-122.4036009,37.72497559,Initial
Fraud,Monday,2018,North Beach,-122.4093691,37.80137065,Initial
Assault,Sunday,2018,Noe Valley,-122.4339291,37.74969581,Initial
Fraud,Saturday,2018,Inner Richmond,-122.464425,37.78293993,Initial
Assault,Wednesday,2018,Mission,-122.4152507,37.7647053,Initial Supplement
Assault,Saturday,2018,Lakeshore,-122.5067174,37.73546976,Initial
Fraud,Monday,2018,Nob Hill,-122.4225149,37.79128889,Initial
Assault,Monday,2018,Sunset/Parkside,-122.5035236,37.75678747,Initial
Assault,Friday,2018,Mission,-122.4196455,37.77100577,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.4056467,37.73832136,Initial Supplement
Robbery,Thursday,2018,South of Market,-122.410292,37.78223057,Initial Supplement
Assault,Monday,2018,Twin Peaks,-122.4494899,37.75819307,Initial
Assault,Sunday,2018,Pacific Heighs,-122.4307368,37.79025206,Initial
Robbery,Saturday,2018,Bayview Hunters Point,-122.3923487,37.73006682,Initial
Assault,Tuesday,2018,Mission,-122.4129952,37.75257276,Initial Supplement
Robbery,Monday,2018,Western Addition,-122.4350524,37.77821277,Initial
Robbery,Thursday,2018,Nob Hill,-122.4217581,37.78754814,Initial
Robbery,Friday,2018,Financial District/South Beach,-122.4028366,37.78804951,Initial
Assault,Tuesday,2018,Haight Ashbury,-122.4507102,37.76952604,Initial
Stolen Property,Monday,2018,Outer Mission,-122.4430659,37.7249883,Initial
Robbery,Sunday,2018,Financial District/South Beach,-122.3969578,37.79634686,Initial
Fraud,Friday,2018,Bayview Hunters Point,-122.3873726,37.74425941,Initial
Assault,Thursday,2018,Castro/Upper Market,-122.4335911,37.75775352,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.4766301,37.74113823,Initial
Robbery,Sunday,2018,Noe Valley,-122.4274374,37.75170473,Initial
Assault,Friday,2018,Chinatown,-122.4117189,37.79629076,Initial Supplement
Fraud,Tuesday,2018,Bayview Hunters Point,-122.3791747,37.72823179,Initial Supplement
Robbery,Tuesday,2018,Russian Hill,-122.420369,37.80572025,Initial
Fraud,Sunday,2018,Castro/Upper Market,-122.4327935,37.76102131,Initial
Fraud,Friday,2018,Mission Bay,-122.3972063,37.77533224,Initial
Fraud,Thursday,2018,Hayes Valley,-122.4310115,37.77490283,Initial
Assault,Tuesday,2018,Mission,-122.4168725,37.75876423,Initial
Fraud,Wednesday,2018,Russian Hill,-122.4227132,37.80062415,Initial
Fraud,Sunday,2018,Nob Hill,-122.4153719,37.78931985,Initial
Robbery,Friday,2018,,,,Initial Supplement
Assault,Wednesday,2018,Financial District/South Beach,-122.4065899,37.78756802,Initial
Robbery,Friday,2018,West of Twin Peaks,-122.4541158,37.72345701,Initial
Assault,Friday,2018,Bernal Heights,-122.4100994,37.7413478,Initial
Robbery,Tuesday,2018,Financial District/South Beach,-122.4063989,37.78661535,Initial
Assault,Sunday,2018,Nob Hill,-122.4137284,37.78952932,Initial
Assault,Saturday,2018,South of Market,-122.4159082,37.77527206,Initial
Assault,Thursday,2018,North Beach,-122.4187819,37.80624125,Initial Supplement
Assault,Saturday,2018,Excelsior,-122.4283715,37.71737953,Initial
Fraud,Friday,2018,Western Addition,-122.4377072,37.77883238,Initial
Assault,Sunday,2018,Tenderloin,-122.4191817,37.7831014,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4052212,37.78869399,Initial
Robbery,Saturday,2018,South of Market,-122.4131577,37.77745742,Initial
Robbery,Tuesday,2018,Nob Hill,-122.4170169,37.78911017,Initial
Robbery,Monday,2018,South of Market,-122.4081608,37.78053539,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3940928,37.73672865,Initial Supplement
Robbery,Thursday,2018,Mission,-122.4190175,37.75220444,Initial Supplement
Fraud,Sunday,2018,Bayview Hunters Point,-122.389031,37.73953345,Initial
Assault,Saturday,2018,Castro/Upper Market,-122.4274621,37.7687705,Initial
Robbery,Friday,2018,Portola,-122.4055892,37.72977665,Initial
Assault,Sunday,2018,Mission,-122.4094331,37.75599844,Initial
Robbery,Wednesday,2018,Sunset/Parkside,-122.4789048,37.74290864,Initial Supplement
Assault,Thursday,2018,Bernal Heights,-122.4247026,37.73536987,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.4034308,37.78764185,Initial
Stolen Property,Monday,2018,Mission,-122.4126102,37.76006218,Initial
Fraud,Wednesday,2018,Excelsior,-122.4313658,37.71065786,Initial Supplement
Robbery,Saturday,2018,Mission Bay,-122.404497,37.76466432,Initial
Assault,Wednesday,2018,Lone Mountain/USF,-122.4458205,37.78248803,Initial
Assault,Sunday,2018,Chinatown,-122.4058627,37.79612217,Initial
Assault,Monday,2018,Mission,-122.4140267,37.77186371,Initial
Fraud,Wednesday,2018,Mission,-122.4226197,37.77250282,Initial
Robbery,Saturday,2018,Bayview Hunters Point,-122.3926892,37.70909466,Initial
Fraud,Monday,2018,Lakeshore,-122.4759373,37.7301188,Initial
Fraud,Friday,2018,Mission Bay,-122.3940351,37.77633298,Initial
Fraud,Tuesday,2018,Glen Park,-122.4362845,37.7373239,Initial
Assault,Monday,2018,Financial District/South Beach,-122.3922107,37.77927745,Initial
Fraud,Wednesday,2018,Visitacion Valley,-122.4058951,37.71592951,Initial Supplement
Robbery,Saturday,2018,Chinatown,-122.4120959,37.79816524,Initial
Stolen Property,Saturday,2018,Hayes Valley,-122.4295541,37.77604428,Initial Supplement
Fraud,Monday,2018,Castro/Upper Market,-122.430497,37.7603573,Initial
Assault,Thursday,2018,Excelsior,-122.4312938,37.72872955,Initial
Assault,Friday,2018,Mission,-122.4151723,37.75243964,Initial
Robbery,Wednesday,2018,Portola,-122.4045486,37.71940633,Initial
Assault,Friday,2018,Portola,-122.406086,37.73097562,Initial
Stolen Property,Saturday,2018,Bayview Hunters Point,-122.3970428,37.74597422,Initial Supplement
Robbery,Sunday,2018,Portola,-122.4045938,37.7273743,Initial
Robbery,Wednesday,2018,Western Addition,-122.4413395,37.78123547,Initial
Fraud,Tuesday,2018,Mission,-122.4190175,37.75220444,Initial
Assault,Tuesday,2018,Portola,-122.410943,37.73204393,Initial
Fraud,Monday,2018,Tenderloin,-122.4121475,37.78589293,Initial
Assault,Tuesday,2018,Mission,-122.4250249,37.76149116,Initial
Assault,Tuesday,2018,Chinatown,-122.4048756,37.79485953,Initial
Assault,Monday,2018,West of Twin Peaks,-122.4542762,37.73641913,Initial
Fraud,Friday,2018,Mission,-122.4061866,37.7513669,Initial Supplement
Fraud,Wednesday,2018,Sunset/Parkside,-122.4904435,37.7340505,Initial
Fraud,Tuesday,2018,Mission,-122.4198252,37.7666736,Initial
Fraud,Saturday,2018,Tenderloin,-122.413354,37.7876636,Initial
Robbery,Thursday,2018,South of Market,-122.405831,37.78574399,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.389459,37.71992743,Initial
Stolen Property,Wednesday,2018,Nob Hill,-122.4170169,37.78911017,Initial
Assault,Saturday,2018,Mission,-122.4215825,37.76991776,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.3903195,37.7881345,Initial
Assault,Saturday,2018,Nob Hill,-122.4186559,37.78890961,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3772026,37.73001583,Initial
Fraud,Tuesday,2018,Nob Hill,-122.4102424,37.78901634,Initial Supplement
Assault,Friday,2018,South of Market,-122.4011597,37.78202427,Initial
Assault,Saturday,2018,Nob Hill,-122.4204934,37.78962044,Initial Supplement
Assault,Friday,2018,Financial District/South Beach,-122.4075005,37.79032189,Initial
Assault,Friday,2018,Outer Richmond,-122.502671,37.77547057,Initial Supplement
Assault,Thursday,2018,West of Twin Peaks,-122.4677393,37.72832907,Initial
Fraud,Sunday,2018,Mission,-122.4187476,37.75543694,Initial
Assault,Tuesday,2018,Potrero Hill,-122.3902101,37.75782586,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4144302,37.78465714,Initial
Fraud,Saturday,2018,West of Twin Peaks,-122.4628514,37.74675666,Initial Supplement
Fraud,Thursday,2018,Portola,-122.403574,37.72232177,Initial Supplement
Stolen Property,Wednesday,2018,Russian Hill,-122.420369,37.80572025,Initial
Assault,Monday,2018,Financial District/South Beach,-122.4014898,37.78582921,Initial
Assault,Friday,2018,Sunset/Parkside,-122.4896202,37.74243744,Initial
Fraud,Monday,2018,Hayes Valley,-122.4344833,37.77541686,Initial
